,User,Level_of_Study,Year_of_Course,Registration_Status,Course_Title,Course_Code,Teaching_Sessions,Attended,Explained_Absences,Non_Attendance,Percentage_Attendance,Percentage_Attendance_Unexcused,Last_Attendence,Assessments,Submitted,Explained_Non_Submission,Non_Submission,Within_Late_Period_Flag,Percentage_Submitted,Last_Submitted,Academic_Advising_Sessions,Attended_AA,Explained_Non_Attendances_AA,Non_Attendances_AA,Attendance_Not_Recorded_AA,Percentage_Attendance_AA,Last_Attended_AA
0,,,,,,,,,,,,,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
1,43437412.0,PGT,1.0,REGISTERED,Intel and Adap Sys,G5Q32T,18.0,17.0,0.0,1.0,0.944444444444444,0.944444444444444,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
2,43402938.0,UG,2.0,REGISTERED,Elecl Eng and Elecc Eng,H5001U,14.0,14.0,0.0,0.0,1.0,1.0,2017-10-16T15:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
3,43402808.0,UG,2.0,REGISTERED,Mechanical Engineering,H3006U,15.0,15.0,0.0,0.0,1.0,1.0,2017-10-16T09:59:59.999000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
4,43402504.0,UG,1.0,REGISTERED,Computer Science,G5001U,31.0,23.0,0.0,8.0,0.741935483870968,0.741935483870968,2017-10-16T15:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
5,42801536.0,UG,4.0,REGISTERED,Mechanical Engineering,H3006U,5.0,4.0,0.0,1.0,0.8,0.8,2017-10-12T12:59:59.999000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
6,42808216.0,UG,3.0,REGISTERED,Mechanical Engineering,H3002U,21.0,18.0,0.0,3.0,0.857142857142857,0.857142857142857,2017-10-11T11:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
7,43202338.0,UG,1.0,REGISTERED,Mechanical Engineering,H3002U,40.0,4.0,0.0,36.0,0.1,0.1,2017-10-16T12:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
8,43202372.0,UG,0.0,TWD-OTHER,Eng (FDN),H9001U,29.0,21.0,0.0,8.0,0.724137931034483,0.724137931034483,2017-10-16T14:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
9,43202180.0,UG,1.0,REGISTERED,Comp Sci (IP),G41F0U,29.0,27.0,0.0,2.0,0.931034482758621,0.931034482758621,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
10,43202596.0,UG,2.0,REGISTERED,Product Design (IP),H7006U,11.0,11.0,0.0,0.0,1.0,1.0,2017-10-12T11:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
11,43009388.0,UG,3.0,REGISTERED,Mechanical Engineering,H3002U,16.0,16.0,0.0,0.0,1.0,1.0,2017-10-16T11:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
12,43002102.0,UG,3.0,REGISTERED,Elecl Eng and Elecc Eng,H5001U,22.0,22.0,0.0,0.0,1.0,1.0,2017-10-16T12:59:59.999000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
13,43202340.0,UG,1.0,REGISTERED,Mechanical Engineering (IP),H34F0U,40.0,33.0,0.0,7.0,0.825,0.825,2017-10-13T17:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
14,43440088.0,PGT,1.0,TWD-HEALTH,Adv Mech Eng,H3501T,3.0,3.0,0.0,0.0,1.0,1.0,2017-10-13T11:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
15,43402858.0,UG,2.0,REGISTERED,Comp for Dig Med (IP),G45F0U,13.0,10.0,0.0,3.0,0.769230769230769,0.769230769230769,2017-10-16T17:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
16,43402850.0,UG,2.0,REGISTERED,Elecl Eng and Elecc Eng,H5001U,15.0,13.0,0.0,2.0,0.866666666666667,0.866666666666667,2017-10-16T15:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
17,43002280.0,UG,2.0,TWD-OTHER,Mechanical Engineering,H3002U,16.0,1.0,0.0,15.0,0.0625,0.0625,2017-09-26T14:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
18,43008486.0,UG,1.0,REGISTERED,Computing for Digital Media,G5020U,29.0,7.0,0.0,22.0,0.241379310344828,0.241379310344828,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
19,43433142.0,PGT,1.0,REGISTERED,Intel and Adap Sys,G5Q32T,20.0,13.0,4.0,3.0,0.65,0.85,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
20,43210120.0,UG,3.0,REGISTERED,Computing for Bus and Mgmt,GH561U,8.0,4.0,0.0,4.0,0.5,0.5,2017-10-05T15:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
21,42805786.0,UG,4.0,REGISTERED,Mechanical Engineering,H3006U,11.0,11.0,0.0,0.0,1.0,1.0,2017-10-13T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
22,43210172.0,UG,2.0,REGISTERED,Computer Science,G5001U,11.0,5.0,6.0,0.0,0.454545454545455,1.0,2017-10-13T15:59:59.999000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
23,43411136.0,UG,1.0,REGISTERED,Elecl Eng and Elecc Eng,H5001U,40.0,38.0,0.0,2.0,0.95,0.95,2017-10-16T12:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
24,43202692.0,UG,1.0,REGISTERED,Elecl Eng and Elecc Eng,H5001U,39.0,35.0,0.0,4.0,0.897435897435897,0.897435897435897,2017-10-16T12:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
25,43439700.0,PGT,1.0,REGISTERED,Adv Mech Eng,H3501T,3.0,1.0,0.0,2.0,0.333333333333333,0.333333333333333,2017-10-12T15:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
26,43402564.0,UG,1.0,REGISTERED,E and E Eng with Robotics IPY,H6008U,38.0,38.0,0.0,0.0,1.0,1.0,2017-10-16T12:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
27,43433144.0,PGT,1.0,REGISTERED,Intel and Adap Sys,G5Q32T,13.0,10.0,3.0,0.0,0.769230769230769,1.0,2017-10-13T11:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
28,43006788.0,UG,2.0,REGISTERED,Comp for Bus and Mgmt (IP),G44F0U,12.0,7.0,0.0,5.0,0.583333333333333,0.583333333333333,2017-10-16T17:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
29,43210766.0,UG,1.0,PWD-OTHER,Mechanical Engineering,H3002U,27.0,8.0,1.0,18.0,0.296296296296296,0.333333333333333,2017-10-16T12:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
30,43210556.0,UG,3.0,REGISTERED,Elecl Eng and Elecc Eng,H5001U,21.0,21.0,0.0,0.0,1.0,1.0,2017-10-16T12:59:59.999000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
31,43420764.0,PGT,1.0,REGISTERED,Adv Mech Eng,H3501T,5.0,3.0,0.0,2.0,0.6,0.6,2017-10-16T15:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
32,43202354.0,UG,2.0,REGISTERED,Product Design,H7003U,11.0,11.0,0.0,0.0,1.0,1.0,2017-10-12T11:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
33,43002278.0,UG,3.0,REGISTERED,Elecl Eng and Elecc Eng,H5001U,19.0,16.0,0.0,3.0,0.842105263157895,0.842105263157895,2017-10-12T14:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
34,42805780.0,UG,4.0,REGISTERED,Mechanical Engineering,H3006U,11.0,11.0,0.0,0.0,1.0,1.0,2017-10-13T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
35,43210160.0,UG,2.0,REGISTERED,Mechanical Engineering,H3002U,17.0,11.0,0.0,6.0,0.647058823529412,0.647058823529412,2017-10-13T15:59:59.999000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
36,43009444.0,UG,2.0,REGISTERED,Computer Science,G5001U,11.0,7.0,0.0,4.0,0.636363636363636,0.636363636363636,2017-10-12T11:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
37,43402928.0,UG,1.0,REGISTERED,Elecl Eng and Elecc Eng,H5001U,39.0,32.0,0.0,7.0,0.82051282051282,0.82051282051282,2017-10-16T12:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
38,43438184.0,PGT,1.0,REGISTERED,Intel and Adap Sys,G5Q32T,12.0,12.0,0.0,0.0,1.0,1.0,2017-10-12T15:59:59.999000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
39,42807820.0,UG,2.0,REGISTERED,Mechanical Engineering,H3002U,17.0,8.0,0.0,9.0,0.470588235294118,0.470588235294118,2017-10-16T14:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,1.0,1.0,0.0,0.0,0.0,1.0,2017-10-06T00:00:00.000000
40,43002274.0,UG,3.0,REGISTERED,Computer Science,G5001U,11.0,11.0,0.0,0.0,1.0,1.0,2017-10-13T15:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
41,43402918.0,UG,1.0,REGISTERED,Mechanical Engineering,H3002U,40.0,25.0,0.0,15.0,0.625,0.625,2017-10-13T15:59:59.999000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
42,43202326.0,UG,2.0,REGISTERED,Mechanical Engineering,H3002U,15.0,10.0,0.0,5.0,0.666666666666667,0.666666666666667,2017-10-10T14:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
43,42807702.0,UG,3.0,REGISTERED,Mechanical Engineering,H3002U,18.0,17.0,0.0,1.0,0.944444444444444,0.944444444444444,2017-10-13T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,1.0,1.0,0.0,0.0,0.0,1.0,2017-10-09T00:00:00.000000
44,43009406.0,UG,2.0,REGISTERED,Elecl Eng and Elecc Eng,H5001U,15.0,12.0,0.0,3.0,0.8,0.8,2017-10-16T15:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
45,43435394.0,PGT,1.0,REGISTERED,Computing with Digital Media,P4503T,3.0,0.0,0.0,3.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
46,42807610.0,UG,3.0,REGISTERED,Mechanical Engineering,H3002U,15.0,13.0,0.0,2.0,0.866666666666667,0.866666666666667,2017-10-11T11:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,3.0,3.0,0.0,0.0,0.0,1.0,2017-10-09T00:00:00.000000
47,43440476.0,PGT,1.0,REGISTERED,Engineering Business Managemnt,H9000T,6.0,0.0,0.0,6.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,3.0,3.0,0.0,0.0,0.0,1.0,2017-10-10T00:00:00.000000
48,42807488.0,UG,3.0,REGISTERED,Computing for Digital Media,G5020U,10.0,10.0,0.0,0.0,1.0,1.0,2017-10-13T14:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
49,43001974.0,UG,1.0,REGISTERED,Comp Sci and AI,G5005U,24.0,12.0,0.0,12.0,0.5,0.5,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,1.0,1.0,0.0,0.0,0.0,1.0,2017-10-03T00:00:00.000000
50,43202746.0,UG,2.0,REGISTERED,Elecl Eng and Elecc Eng,H5001U,15.0,13.0,0.0,2.0,0.866666666666667,0.866666666666667,2017-10-16T15:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
51,43202734.0,UG,2.0,REGISTERED,Elecl Eng and Elecc Eng,H5001U,12.0,12.0,0.0,0.0,1.0,1.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
52,42807600.0,UG,2.0,REGISTERED,Mechanical Engineering,H3002U,17.0,9.0,1.0,7.0,0.529411764705882,0.588235294117647,2017-10-13T15:59:59.999000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,3.0,3.0,0.0,0.0,0.0,1.0,2017-10-10T00:00:00.000000
53,43202744.0,UG,2.0,REGISTERED,Elecl Eng and Elecc Eng,H5001U,12.0,12.0,0.0,0.0,1.0,1.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
54,43202740.0,UG,1.0,REGISTERED,Computer Engineering,H6001U,28.0,12.0,0.0,16.0,0.428571428571429,0.428571428571429,2017-10-16T12:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
55,43402540.0,UG,1.0,REGISTERED,Computer Science,G5001U,31.0,28.0,0.0,3.0,0.903225806451613,0.903225806451613,2017-10-16T15:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
56,43202582.0,UG,1.0,REGISTERED,Elecl Eng and Elecc Eng,H5002U,40.0,37.0,0.0,3.0,0.925,0.925,2017-10-16T14:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
57,43202558.0,UG,2.0,REGISTERED,Comp Sci and AI,G5005U,11.0,11.0,0.0,0.0,1.0,1.0,2017-10-16T17:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
58,43009440.0,UG,3.0,REGISTERED,Mechanical Engineering,H3002U,21.0,14.0,0.0,7.0,0.666666666666667,0.666666666666667,2017-10-16T15:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
59,43202738.0,UG,1.0,PWD-OTHER,Elecl Eng and Elecc Eng,H5001U,24.0,8.0,14.0,2.0,0.333333333333333,0.916666666666667,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
60,43402914.0,UG,1.0,REGISTERED,Elecl Eng and Elecc Eng,H5001U,40.0,40.0,0.0,0.0,1.0,1.0,2017-10-16T12:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
61,43402948.0,UG,1.0,REGISTERED,Elecl Eng and Elecc Eng,H5001U,40.0,40.0,0.0,0.0,1.0,1.0,2017-10-16T15:59:59.999000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
62,43002282.0,UG,3.0,REGISTERED,Elecl Eng and Elecc Eng,H5001U,22.0,17.0,1.0,4.0,0.772727272727273,0.818181818181818,2017-10-16T12:59:59.999000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
63,43202438.0,UG,1.0,PWD-OTHER,Computer Science,G5001U,31.0,1.0,0.0,30.0,0.032258064516129,0.032258064516129,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
64,43402912.0,UG,1.0,REGISTERED,Elecl Eng and Elecc Eng,H5001U,44.0,35.0,0.0,9.0,0.795454545454545,0.795454545454545,2017-10-16T12:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
65,42807218.0,UG,3.0,REGISTERED,Comp Sci and AI,G5005U,15.0,15.0,0.0,0.0,1.0,1.0,2017-10-13T15:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
66,43409666.0,UG,0.0,REGISTERED,Eng (FDN),H9001U,29.0,28.0,0.0,1.0,0.96551724137931,0.96551724137931,2017-10-16T14:00:00.000000,1.0,1.0,0.0,0.0,0.0,1.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
67,43410906.0,UG,1.0,REGISTERED,Elecl Eng and Elecc Eng,H5001U,39.0,28.0,0.0,11.0,0.717948717948718,0.717948717948718,2017-10-16T12:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,2.0,2.0,0.0,0.0,0.0,1.0,2017-10-02T00:00:00.000000
68,43202814.0,UG,2.0,REGISTERED,Mechanical Engineering,H3002U,16.0,9.0,0.0,7.0,0.5625,0.5625,2017-10-10T12:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
69,42801436.0,UG,2.0,REGISTERED,Comp for Bus and Mgmt,GH561U,12.0,1.0,0.0,11.0,0.0833333333333333,0.0833333333333333,2017-10-12T12:59:59.999000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
70,42801490.0,UG,3.0,TWD-OTHER,Computer Science,G5001U,11.0,0.0,0.0,11.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,2.0,2.0,0.0,0.0,0.0,1.0,2017-10-05T00:00:00.000000
71,43408728.0,UG,1.0,REGISTERED,Automotive Engineering (IP),H3020U,40.0,40.0,0.0,0.0,1.0,1.0,2017-10-16T12:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,1.0,1.0,0.0,0.0,0.0,1.0,2017-10-12T00:00:00.000000
72,43202390.0,UG,2.0,REGISTERED,Computing for Digital Media,G5020U,14.0,8.0,0.0,6.0,0.571428571428571,0.571428571428571,2017-10-13T14:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
73,43006954.0,UG,2.0,REGISTERED,Computer Science,G5001U,10.0,5.0,0.0,5.0,0.5,0.5,2017-10-12T11:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
74,43439808.0,PGT,1.0,REGISTERED,Mgmt of IT,G5511T,14.0,12.0,0.0,2.0,0.857142857142857,0.857142857142857,2017-10-12T17:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
75,43002260.0,UG,3.0,REGISTERED,Elecl Eng and Elecc Eng,H5001U,19.0,15.0,0.0,4.0,0.789473684210526,0.789473684210526,2017-10-16T12:59:59.999000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
76,43002248.0,UG,3.0,REGISTERED,Elecl Eng and Elecc Eng,H5001U,20.0,15.0,0.0,5.0,0.75,0.75,2017-10-16T12:59:59.999000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
77,43402798.0,UG,1.0,REGISTERED,Elecl Eng and Elecc Eng,H5001U,40.0,34.0,0.0,6.0,0.85,0.85,2017-10-16T12:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
78,43202730.0,UG,2.0,REGISTERED,Elecl Eng and Elecc Eng,H5001U,13.0,12.0,0.0,1.0,0.923076923076923,0.923076923076923,2017-10-16T15:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
79,43402954.0,UG,1.0,REGISTERED,Elecl Eng and Elecc Eng,H5001U,39.0,33.0,0.0,6.0,0.846153846153846,0.846153846153846,2017-10-16T12:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
80,43430898.0,PGT,1.0,TWD-OTHER,Computing with Digital Media,P4503T,16.0,11.0,0.0,5.0,0.6875,0.6875,2017-10-13T14:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
81,42806802.0,UG,3.0,REGISTERED,Mechanical Engineering,H3002U,15.0,14.0,0.0,1.0,0.933333333333333,0.933333333333333,2017-10-11T11:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
82,43202778.0,UG,1.0,REGISTERED,Computer Engineering,H6001U,28.0,13.0,0.0,15.0,0.464285714285714,0.464285714285714,2017-10-16T12:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
83,43410444.0,UG,1.0,REGISTERED,Elecl Eng and Elecc Eng,H5001U,38.0,28.0,0.0,10.0,0.736842105263158,0.736842105263158,2017-10-16T12:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-16T09:00:00.000000
